Frequency_Band,Center_Frequency_Hz,Power_Watts,Power_dBW
4.090-4.100 MHz,4095000,648806224.46,88.12
4.100-4.110 MHz,4105000,642639015.71,88.08
4.110-4.120 MHz,4115000,636451886.89,88.04
4.120-4.130 MHz,4125000,630244837.98,88.00
4.130-4.140 MHz,4135000,624017868.99,87.95
4.140-4.150 MHz,4145000,617770979.92,87.91
4.150-4.160 MHz,4155000,611504170.77,87.86
4.160-4.170 MHz,4165000,605217441.55,87.82
4.170-4.180 MHz,4175000,598910792.24,87.77
4.180-4.190 MHz,4185000,592584222.85,87.73
4.190-4.200 MHz,4195000,586237733.39,87.68
4.200-4.210 MHz,4205000,579871323.84,87.63
4.210-4.220 MHz,4215000,573484994.22,87.59
4.220-4.230 MHz,4225000,567078744.51,87.54
4.230-4.240 MHz,4235000,560652574.73,87.49
4.240-4.250 MHz,4245000,554206484.86,87.44
4.250-4.260 MHz,4255000,547740474.92,87.39
4.260-4.270 MHz,4265000,541254544.90,87.33
4.270-4.280 MHz,4275000,534748694.79,87.28
4.280-4.290 MHz,4285000,528222924.61,87.23
4.290-4.300 MHz,4295000,521677234.35,87.17
4.300-4.310 MHz,4305000,515111624.00,87.12
4.310-4.320 MHz,4315000,508526093.58,87.06
4.320-4.330 MHz,4325000,501920643.08,87.01
4.330-4.340 MHz,4335000,495295272.50,86.95
4.340-4.350 MHz,4345000,488649981.84,86.89
4.350-4.360 MHz,4355000,481984771.10,86.83
4.360-4.370 MHz,4365000,475299640.28,86.77
4.370-4.380 MHz,4375000,468594589.38,86.71
4.380-4.390 MHz,4385000,461869618.40,86.65
4.390-4.400 MHz,4395000,455124727.34,86.58
4.400-4.410 MHz,4405000,448359916.20,86.52
4.410-4.420 MHz,4415000,441575184.98,86.45
4.420-4.430 MHz,4425000,434770533.68,86.38
4.430-4.440 MHz,4435000,427945962.30,86.31
4.440-4.450 MHz,4445000,421101470.84,86.24
4.450-4.460 MHz,4455000,414237059.31,86.17
4.460-4.470 MHz,4465000,407352727.69,86.10
4.470-4.480 MHz,4475000,400448475.99,86.03
4.480-4.490 MHz,4485000,393524304.22,85.95
4.490-4.500 MHz,4495000,386580212.36,85.87
4.500-4.510 MHz,4505000,379616200.42,85.79
4.510-4.520 MHz,4515000,372632268.41,85.71
4.520-4.530 MHz,4525000,365628416.31,85.63
4.530-4.540 MHz,4535000,358604644.14,85.55
4.540-4.550 MHz,4545000,351560951.88,85.46
4.550-4.560 MHz,4555000,344497339.55,85.37
4.560-4.570 MHz,4565000,337413807.13,85.28
4.570-4.580 MHz,4575000,330310354.64,85.19
4.580-4.590 MHz,4585000,323186982.07,85.09
4.590-4.600 MHz,4595000,316043689.41,85.00
4.600-4.610 MHz,4605000,308880476.68,84.90
4.610-4.620 MHz,4615000,301697343.87,84.80
4.620-4.630 MHz,4625000,294494290.98,84.69
4.630-4.640 MHz,4635000,287271318.00,84.58
4.640-4.650 MHz,4645000,280028424.95,84.47
4.650-4.660 MHz,4655000,272765611.82,84.36
4.660-4.670 MHz,4665000,265482878.61,84.24
4.670-4.680 MHz,4675000,258180225.32,84.12
4.680-4.690 MHz,4685000,250857651.95,83.99
4.690-4.700 MHz,4695000,243515158.50,83.87
4.700-4.710 MHz,4705000,236152744.97,83.73
4.710-4.720 MHz,4715000,228770411.36,83.59
4.720-4.730 MHz,4725000,221368157.67,83.45
4.730-4.740 MHz,4735000,213945983.90,83.30
4.740-4.750 MHz,4745000,206503890.05,83.15
4.750-4.760 MHz,4755000,199041876.13,82.99
4.760-4.770 MHz,4765000,191559942.12,82.82
4.770-4.780 MHz,4775000,184058088.03,82.65
4.780-4.790 MHz,4785000,176536313.86,82.47
4.790-4.800 MHz,4795000,168994619.62,82.28
4.800-4.810 MHz,4805000,161433005.29,82.08
4.810-4.820 MHz,4815000,153851470.89,81.87
4.820-4.830 MHz,4825000,146250016.40,81.65
4.830-4.840 MHz,4835000,138628641.83,81.42
4.840-4.850 MHz,4845000,130987347.19,81.17
4.850-4.860 MHz,4855000,123326132.46,80.91
4.860-4.870 MHz,4865000,115644997.66,80.63
4.870-4.880 MHz,4875000,107943942.78,80.33
4.880-4.890 MHz,4885000,100222967.81,80.01
4.890-4.900 MHz,4895000,92482072.77,79.66
4.900-4.910 MHz,4905000,84721257.64,79.28
4.910-4.920 MHz,4915000,76940522.44,78.86
4.920-4.930 MHz,4925000,69139867.16,78.40
4.930-4.940 MHz,4935000,61319291.80,77.88
4.940-4.950 MHz,4945000,53478796.36,77.28
4.950-4.960 MHz,4955000,45618380.83,76.59
4.960-4.970 MHz,4965000,37738045.23,75.77
4.970-4.980 MHz,4975000,29837789.55,74.75
4.980-4.990 MHz,4985000,21917613.79,73.41
4.990-5.000 MHz,4995000,13977517.95,71.45
